clusterID	comparison	p-value
chr8:144440870-144440965:-	SRR12801019_SRR12801023	1.0
chr8:144440870-144440965:-	SRR12801019_SRR12801020	0.0215882300250251
chr8:144440870-144440965:-	SRR12801019_SRR12801024	0.0005114688596112
chr8:144440870-144440965:-	SRR12801023_SRR12801020	0.2043094121246934
chr8:144440870-144440965:-	SRR12801023_SRR12801024	0.0107320585968451
chr8:144440870-144440965:-	SRR12801020_SRR12801024	1.0
chr8:144440870-144442036:-	SRR12801019_SRR12801023	1.0
chr8:144440870-144442036:-	SRR12801019_SRR12801020	0.0275338905878597
chr8:144440870-144442036:-	SRR12801019_SRR12801024	0.0002387578520768
chr8:144440870-144442036:-	SRR12801023_SRR12801020	0.0558258291445538
chr8:144440870-144442036:-	SRR12801023_SRR12801024	0.0004676745614547
chr8:144440870-144442036:-	SRR12801020_SRR12801024	1.0
chr8:144441111-144442036:-	SRR12801019_SRR12801023	1.0
chr8:144441111-144442036:-	SRR12801019_SRR12801020	0.0985101595820279
chr8:144441111-144442036:-	SRR12801019_SRR12801024	0.0015899138065858
chr8:144441111-144442036:-	SRR12801023_SRR12801020	0.0213207236315884
chr8:144441111-144442036:-	SRR12801023_SRR12801024	0.0001516309023102
chr8:144441111-144442036:-	SRR12801020_SRR12801024	1.0
chr8:144472046-144472137:-	SRR12801019_SRR12801023	1.0
chr8:144472046-144472137:-	SRR12801019_SRR12801020	0.079417032615027
chr8:144472046-144472137:-	SRR12801019_SRR12801024	0.0861059604891157
chr8:144472046-144472137:-	SRR12801023_SRR12801020	0.0195731657136993
chr8:144472046-144472137:-	SRR12801023_SRR12801024	0.0344724508126916
chr8:144472046-144472137:-	SRR12801020_SRR12801024	1.0
chr8:144472046-144472162:-	SRR12801019_SRR12801023	1.0
chr8:144472046-144472162:-	SRR12801019_SRR12801020	0.0147047214033181
chr8:144472046-144472162:-	SRR12801019_SRR12801024	0.8529778924910718
chr8:144472046-144472162:-	SRR12801023_SRR12801020	0.0373650680977029
chr8:144472046-144472162:-	SRR12801023_SRR12801024	1.0
chr8:144472046-144472162:-	SRR12801020_SRR12801024	1.0
chr8:144497443-144497976:+	SRR12801019_SRR12801023	1.0
chr8:144497443-144497976:+	SRR12801019_SRR12801020	1.0
chr8:144497443-144497976:+	SRR12801019_SRR12801024	1.0
chr8:144497443-144497976:+	SRR12801023_SRR12801020	0.6652995055425928
chr8:144497443-144497976:+	SRR12801023_SRR12801024	0.0226682930883933
chr8:144497443-144497976:+	SRR12801020_SRR12801024	1.0
chr8:144497443-144497976:-	SRR12801019_SRR12801023	1.0
chr8:144497443-144497976:-	SRR12801019_SRR12801020	1.0
chr8:144497443-144497976:-	SRR12801019_SRR12801024	0.0836982204407314
chr8:144497443-144497976:-	SRR12801023_SRR12801020	0.91123977327295
chr8:144497443-144497976:-	SRR12801023_SRR12801024	0.0003142024452915
chr8:144497443-144497976:-	SRR12801020_SRR12801024	0.5321754452631717
chr8:144497453-144498769:+	SRR12801019_SRR12801023	1.0
chr8:144497453-144498769:+	SRR12801019_SRR12801020	1.0
chr8:144497453-144498769:+	SRR12801019_SRR12801024	1.0
chr8:144497453-144498769:+	SRR12801023_SRR12801020	0.4697262450764178
chr8:144497453-144498769:+	SRR12801023_SRR12801024	0.0093578604594487
chr8:144497453-144498769:+	SRR12801020_SRR12801024	1.0
chr8:144497453-144498769:-	SRR12801019_SRR12801023	1.0
chr8:144497453-144498769:-	SRR12801019_SRR12801020	1.0
chr8:144497453-144498769:-	SRR12801019_SRR12801024	0.0077803543214406
chr8:144497453-144498769:-	SRR12801023_SRR12801020	1.0
chr8:144497453-144498769:-	SRR12801023_SRR12801024	6.319367427167028e-05
chr8:144497453-144498769:-	SRR12801020_SRR12801024	0.0496267092233453
chr8:144499522-144504964:-	SRR12801019_SRR12801023	1.0
chr8:144499522-144504964:-	SRR12801019_SRR12801020	1.0
chr8:144499522-144504964:-	SRR12801019_SRR12801024	0.0400415424214995
chr8:144499522-144504964:-	SRR12801023_SRR12801020	1.0
chr8:144499522-144504964:-	SRR12801023_SRR12801024	1.0
chr8:144499522-144504964:-	SRR12801020_SRR12801024	1.0
chr8:144516764-144517049:-	SRR12801019_SRR12801023	1.0
chr8:144516764-144517049:-	SRR12801019_SRR12801020	0.1451503471512782
chr8:144516764-144517049:-	SRR12801019_SRR12801024	0.013198978206307
chr8:144516764-144517049:-	SRR12801023_SRR12801020	1.0
chr8:144516764-144517049:-	SRR12801023_SRR12801024	1.0
chr8:144516764-144517049:-	SRR12801020_SRR12801024	1.0
chr8:144792140-144792244:+	SRR12801019_SRR12801023	1.0
chr8:144792140-144792244:+	SRR12801019_SRR12801020	1.0
chr8:144792140-144792244:+	SRR12801019_SRR12801024	0.4862014182496072
chr8:144792140-144792244:+	SRR12801023_SRR12801020	1.0
chr8:144792140-144792244:+	SRR12801023_SRR12801024	0.7905079651747506
chr8:144792140-144792244:+	SRR12801020_SRR12801024	0.0168657938697463
chr8:144792140-144792244:-	SRR12801019_SRR12801023	1.0
chr8:144792140-144792244:-	SRR12801019_SRR12801020	1.0
chr8:144792140-144792244:-	SRR12801019_SRR12801024	9.814944848162465e-14
chr8:144792140-144792244:-	SRR12801023_SRR12801020	0.3548791169297818
chr8:144792140-144792244:-	SRR12801023_SRR12801024	2.0470434545406606e-06
chr8:144792140-144792244:-	SRR12801020_SRR12801024	5.890943682955112e-18
chr8:144792140-144792365:+	SRR12801019_SRR12801023	1.0
chr8:144792140-144792365:+	SRR12801019_SRR12801020	1.0
chr8:144792140-144792365:+	SRR12801019_SRR12801024	0.3481186790937742
chr8:144792140-144792365:+	SRR12801023_SRR12801020	1.0
chr8:144792140-144792365:+	SRR12801023_SRR12801024	0.7550316621622338
chr8:144792140-144792365:+	SRR12801020_SRR12801024	0.0300904096567591
chr8:144792140-144792365:-	SRR12801019_SRR12801023	0.7497658197279801
chr8:144792140-144792365:-	SRR12801019_SRR12801020	0.7196507845906793
chr8:144792140-144792365:-	SRR12801019_SRR12801024	2.41877211195602e-15
chr8:144792140-144792365:-	SRR12801023_SRR12801020	1.0
chr8:144792140-144792365:-	SRR12801023_SRR12801024	1.790786480125157e-06
chr8:144792140-144792365:-	SRR12801020_SRR12801024	5.8364185742788745e-12
chr8:144946215-144950796:-	SRR12801019_SRR12801023	1.0
chr8:144946215-144950796:-	SRR12801019_SRR12801020	0.0179170763194494
chr8:144946215-144950796:-	SRR12801019_SRR12801024	0.1010471405146019
chr8:144946215-144950796:-	SRR12801023_SRR12801020	1.0
chr8:144946215-144950796:-	SRR12801023_SRR12801024	1.0
chr8:144946215-144950796:-	SRR12801020_SRR12801024	1.0
chr9:175784-177722:+	SRR12801019_SRR12801023	1.0
chr9:175784-177722:+	SRR12801019_SRR12801020	0.3009004620218071
chr9:175784-177722:+	SRR12801019_SRR12801024	5.950244323539781e-05
chr9:175784-177722:+	SRR12801023_SRR12801020	1.0
chr9:175784-177722:+	SRR12801023_SRR12801024	0.0328225090644222
chr9:175784-177722:+	SRR12801020_SRR12801024	0.4719866687781708
chr9:175784-177722:-	SRR12801019_SRR12801023	1.0
chr9:175784-177722:-	SRR12801019_SRR12801020	0.4524428580216599
chr9:175784-177722:-	SRR12801019_SRR12801024	0.0002197630335255
chr9:175784-177722:-	SRR12801023_SRR12801020	1.0
chr9:175784-177722:-	SRR12801023_SRR12801024	0.25314713709337
chr9:175784-177722:-	SRR12801020_SRR12801024	0.5644797965719464
chr9:175784-178815:+	SRR12801019_SRR12801023	1.0
chr9:175784-178815:+	SRR12801019_SRR12801020	0.0177871930148772
chr9:175784-178815:+	SRR12801019_SRR12801024	2.724489953209172e-07
chr9:175784-178815:+	SRR12801023_SRR12801020	0.6114558087079598
chr9:175784-178815:+	SRR12801023_SRR12801024	0.0007909115445538
chr9:175784-178815:+	SRR12801020_SRR12801024	0.538860249590559
chr9:175784-178815:-	SRR12801019_SRR12801023	1.0
chr9:175784-178815:-	SRR12801019_SRR12801020	0.3075190202901283
chr9:175784-178815:-	SRR12801019_SRR12801024	5.606092940543821e-08
chr9:175784-178815:-	SRR12801023_SRR12801020	1.0
chr9:175784-178815:-	SRR12801023_SRR12801024	0.0128423360695465
chr9:175784-178815:-	SRR12801020_SRR12801024	0.0138404087304358
chr9:177820-178815:+	SRR12801019_SRR12801023	1.0
chr9:177820-178815:+	SRR12801019_SRR12801020	0.0222613062197463
chr9:177820-178815:+	SRR12801019_SRR12801024	0.0002877293295451
chr9:177820-178815:+	SRR12801023_SRR12801020	0.2027706720100829
chr9:177820-178815:+	SRR12801023_SRR12801024	0.012355340273205
chr9:177820-178815:+	SRR12801020_SRR12801024	1.0
chr9:177820-178815:-	SRR12801019_SRR12801023	1.0
chr9:177820-178815:-	SRR12801019_SRR12801020	0.9592616979638732
chr9:177820-178815:-	SRR12801019_SRR12801024	2.309336477452089e-05
chr9:177820-178815:-	SRR12801023_SRR12801020	1.0
chr9:177820-178815:-	SRR12801023_SRR12801024	0.0689271924225886
chr9:177820-178815:-	SRR12801020_SRR12801024	0.0328189292942832
chr9:4722625-4740936:+	SRR12801019_SRR12801023	1.0
chr9:4722625-4740936:+	SRR12801019_SRR12801020	0.5056132291793268
chr9:4722625-4740936:+	SRR12801019_SRR12801024	0.0036479640350047
chr9:4722625-4740936:+	SRR12801023_SRR12801020	0.8419662461484486
chr9:4722625-4740936:+	SRR12801023_SRR12801024	0.0215199016597359
chr9:4722625-4740936:+	SRR12801020_SRR12801024	1.0
chr9:4722625-4740936:-	SRR12801019_SRR12801023	1.0
chr9:4722625-4740936:-	SRR12801019_SRR12801020	0.1067765327569729
chr9:4722625-4740936:-	SRR12801019_SRR12801024	0.4285364225382795
chr9:4722625-4740936:-	SRR12801023_SRR12801020	0.0338064137482517
chr9:4722625-4740936:-	SRR12801023_SRR12801024	0.3131986127293961
chr9:4722625-4740936:-	SRR12801020_SRR12801024	1.0
chr9:4727924-4740936:+	SRR12801019_SRR12801023	1.0
chr9:4727924-4740936:+	SRR12801019_SRR12801020	1.0
chr9:4727924-4740936:+	SRR12801019_SRR12801024	0.0228223079133357
chr9:4727924-4740936:+	SRR12801023_SRR12801020	1.0
chr9:4727924-4740936:+	SRR12801023_SRR12801024	0.003613361864011
chr9:4727924-4740936:+	SRR12801020_SRR12801024	0.8573882832654932
chr9:5805217-5805610:+	SRR12801019_SRR12801023	1.0
chr9:5805217-5805610:+	SRR12801019_SRR12801020	1.0
chr9:5805217-5805610:+	SRR12801019_SRR12801024	1.0
chr9:5805217-5805610:+	SRR12801023_SRR12801020	1.0
chr9:5805217-5805610:+	SRR12801023_SRR12801024	0.0360532066469301
chr9:5805217-5805610:+	SRR12801020_SRR12801024	0.7893065828551742
chr9:19379618-19379761:-	SRR12801019_SRR12801023	1.0
chr9:19379618-19379761:-	SRR12801019_SRR12801020	1.0
chr9:19379618-19379761:-	SRR12801019_SRR12801024	0.136485226396616
chr9:19379618-19379761:-	SRR12801023_SRR12801020	0.0553829151964146
chr9:19379618-19379761:-	SRR12801023_SRR12801024	1.0
chr9:19379618-19379761:-	SRR12801020_SRR12801024	0.0375668107169021
chr9:32558954-32570959:+	SRR12801019_SRR12801023	1.0
chr9:32558954-32570959:+	SRR12801019_SRR12801020	0.5314218471860267
chr9:32558954-32570959:+	SRR12801019_SRR12801024	0.4235534529056797
chr9:32558954-32570959:+	SRR12801023_SRR12801020	0.023662034882431
chr9:32558954-32570959:+	SRR12801023_SRR12801024	0.0154243922277723
chr9:32558954-32570959:+	SRR12801020_SRR12801024	1.0
chr9:32987846-32989758:+	SRR12801019_SRR12801023	1.0
chr9:32987846-32989758:+	SRR12801019_SRR12801020	1.0
chr9:32987846-32989758:+	SRR12801019_SRR12801024	1.0
chr9:32987846-32989758:+	SRR12801023_SRR12801020	0.0260602431254734
chr9:32987846-32989758:+	SRR12801023_SRR12801024	1.0
chr9:32987846-32989758:+	SRR12801020_SRR12801024	0.3853165727642682
chr9:32989895-33001566:-	SRR12801019_SRR12801023	1.0
chr9:32989895-33001566:-	SRR12801019_SRR12801020	0.5394812108901839
chr9:32989895-33001566:-	SRR12801019_SRR12801024	0.2773121930109563
chr9:32989895-33001566:-	SRR12801023_SRR12801020	0.0059356303617314
chr9:32989895-33001566:-	SRR12801023_SRR12801024	0.0031906552807123
chr9:32989895-33001566:-	SRR12801020_SRR12801024	1.0
chr9:32989895-33024999:-	SRR12801019_SRR12801023	1.0
chr9:32989895-33024999:-	SRR12801019_SRR12801020	0.314912948280531
chr9:32989895-33024999:-	SRR12801019_SRR12801024	1.0
chr9:32989895-33024999:-	SRR12801023_SRR12801020	0.0041980110323632
chr9:32989895-33024999:-	SRR12801023_SRR12801024	0.170211362136617
chr9:32989895-33024999:-	SRR12801020_SRR12801024	1.0
chr9:33071892-33073595:+	SRR12801019_SRR12801023	1.0
chr9:33071892-33073595:+	SRR12801019_SRR12801020	1.0
chr9:33071892-33073595:+	SRR12801019_SRR12801024	0.049898432170718
chr9:33071892-33073595:+	SRR12801023_SRR12801020	1.0
chr9:33071892-33073595:+	SRR12801023_SRR12801024	0.0291975538213145
chr9:33071892-33073595:+	SRR12801020_SRR12801024	0.4683508665302146
chr9:33261169-33262701:+	SRR12801019_SRR12801023	1.0
chr9:33261169-33262701:+	SRR12801019_SRR12801020	1.0
chr9:33261169-33262701:+	SRR12801019_SRR12801024	0.1199189874498003
chr9:33261169-33262701:+	SRR12801023_SRR12801020	1.0
chr9:33261169-33262701:+	SRR12801023_SRR12801024	0.0162768202608554
chr9:33261169-33262701:+	SRR12801020_SRR12801024	0.037800205797389
chr9:33262246-33262701:+	SRR12801019_SRR12801023	1.0
chr9:33262246-33262701:+	SRR12801019_SRR12801020	1.0
chr9:33262246-33262701:+	SRR12801019_SRR12801024	0.789527575032872
chr9:33262246-33262701:+	SRR12801023_SRR12801020	1.0
chr9:33262246-33262701:+	SRR12801023_SRR12801024	0.0231640326524067
chr9:33262246-33262701:+	SRR12801020_SRR12801024	0.5241055526394668
chr9:33998864-34017049:+	SRR12801019_SRR12801023	1.0
chr9:33998864-34017049:+	SRR12801019_SRR12801020	1.0
chr9:33998864-34017049:+	SRR12801019_SRR12801024	0.1270573273707885
chr9:33998864-34017049:+	SRR12801023_SRR12801020	1.0
chr9:33998864-34017049:+	SRR12801023_SRR12801024	0.2733217544940938
chr9:33998864-34017049:+	SRR12801020_SRR12801024	0.0335211441683581
chr9:34011664-34017049:+	SRR12801019_SRR12801023	1.0
chr9:34011664-34017049:+	SRR12801019_SRR12801020	1.0
chr9:34011664-34017049:+	SRR12801019_SRR12801024	0.1270573273707885
chr9:34011664-34017049:+	SRR12801023_SRR12801020	1.0
chr9:34011664-34017049:+	SRR12801023_SRR12801024	0.2733217544940938
chr9:34011664-34017049:+	SRR12801020_SRR12801024	0.0335211441683581
chr9:34220467-34220907:-	SRR12801019_SRR12801023	1.0
chr9:34220467-34220907:-	SRR12801019_SRR12801020	0.6228058953185852
chr9:34220467-34220907:-	SRR12801019_SRR12801024	0.046239258474677
chr9:34220467-34220907:-	SRR12801023_SRR12801020	1.0
chr9:34220467-34220907:-	SRR12801023_SRR12801024	0.7657987157876532
chr9:34220467-34220907:-	SRR12801020_SRR12801024	1.0
chr9:34329599-34336228:+	SRR12801019_SRR12801023	1.0
chr9:34329599-34336228:+	SRR12801019_SRR12801020	0.027782624568886
chr9:34329599-34336228:+	SRR12801019_SRR12801024	0.0211031969644586
chr9:34329599-34336228:+	SRR12801023_SRR12801020	0.9543934113763168
chr9:34329599-34336228:+	SRR12801023_SRR12801024	1.0
chr9:34329599-34336228:+	SRR12801020_SRR12801024	1.0
chr9:34611332-34611859:-	SRR12801019_SRR12801023	1.0
chr9:34611332-34611859:-	SRR12801019_SRR12801020	0.4511846191748023
chr9:34611332-34611859:-	SRR12801019_SRR12801024	0.2970434532488399
chr9:34611332-34611859:-	SRR12801023_SRR12801020	0.0114489783932312
chr9:34611332-34611859:-	SRR12801023_SRR12801024	0.006419998938706
chr9:34611332-34611859:-	SRR12801020_SRR12801024	1.0
chr9:34611332-34612063:-	SRR12801019_SRR12801023	1.0
chr9:34611332-34612063:-	SRR12801019_SRR12801020	0.4511846191748023
chr9:34611332-34612063:-	SRR12801019_SRR12801024	0.2970434532488399
chr9:34611332-34612063:-	SRR12801023_SRR12801020	0.0114489783932312
chr9:34611332-34612063:-	SRR12801023_SRR12801024	0.006419998938706
chr9:34611332-34612063:-	SRR12801020_SRR12801024	1.0
chr9:35813145-35813265:+	SRR12801019_SRR12801023	1.0
chr9:35813145-35813265:+	SRR12801019_SRR12801020	0.0150137043925769
chr9:35813145-35813265:+	SRR12801019_SRR12801024	3.3835460241188995e-05
chr9:35813145-35813265:+	SRR12801023_SRR12801020	0.0024868658700831
chr9:35813145-35813265:+	SRR12801023_SRR12801024	3.2017885722176485e-06
chr9:35813145-35813265:+	SRR12801020_SRR12801024	1.0
chr9:35813145-35813265:-	SRR12801019_SRR12801023	1.0
chr9:35813145-35813265:-	SRR12801019_SRR12801020	0.000110098189174
chr9:35813145-35813265:-	SRR12801019_SRR12801024	8.559412817915049e-06
chr9:35813145-35813265:-	SRR12801023_SRR12801020	0.0013822289906423
chr9:35813145-35813265:-	SRR12801023_SRR12801024	0.0002016434010904
chr9:35813145-35813265:-	SRR12801020_SRR12801024	1.0
chr9:35813156-35813265:+	SRR12801019_SRR12801023	1.0
chr9:35813156-35813265:+	SRR12801019_SRR12801020	0.0150137043925769
chr9:35813156-35813265:+	SRR12801019_SRR12801024	3.3835460241188995e-05
chr9:35813156-35813265:+	SRR12801023_SRR12801020	0.0024868658700831
chr9:35813156-35813265:+	SRR12801023_SRR12801024	3.2017885722176485e-06
chr9:35813156-35813265:+	SRR12801020_SRR12801024	1.0
chr9:35813156-35813265:-	SRR12801019_SRR12801023	1.0
chr9:35813156-35813265:-	SRR12801019_SRR12801020	0.000110098189174
chr9:35813156-35813265:-	SRR12801019_SRR12801024	8.559412817915049e-06
chr9:35813156-35813265:-	SRR12801023_SRR12801020	0.0013822289906423
chr9:35813156-35813265:-	SRR12801023_SRR12801024	0.0002016434010904
chr9:35813156-35813265:-	SRR12801020_SRR12801024	1.0
chr9:37854982-37857240:+	SRR12801019_SRR12801023	1.0
chr9:37854982-37857240:+	SRR12801019_SRR12801020	1.0
chr9:37854982-37857240:+	SRR12801019_SRR12801024	0.1297084092548956
chr9:37854982-37857240:+	SRR12801023_SRR12801020	1.0
chr9:37854982-37857240:+	SRR12801023_SRR12801024	0.0009157695592953
chr9:37854982-37857240:+	SRR12801020_SRR12801024	0.2466690835440102
chr9:37854982-37857240:-	SRR12801019_SRR12801023	1.0
chr9:37854982-37857240:-	SRR12801019_SRR12801020	1.0
chr9:37854982-37857240:-	SRR12801019_SRR12801024	0.1382731584667663
chr9:37854982-37857240:-	SRR12801023_SRR12801020	1.0
chr9:37854982-37857240:-	SRR12801023_SRR12801024	0.0291975538213145
chr9:37854982-37857240:-	SRR12801020_SRR12801024	0.9744394707231004
chr9:37854982-37860047:+	SRR12801019_SRR12801023	1.0
chr9:37854982-37860047:+	SRR12801019_SRR12801020	1.0
chr9:37854982-37860047:+	SRR12801019_SRR12801024	0.0388078050601934
chr9:37854982-37860047:+	SRR12801023_SRR12801020	0.7867054424141446
chr9:37854982-37860047:+	SRR12801023_SRR12801024	1.0674966547183636e-06
chr9:37854982-37860047:+	SRR12801020_SRR12801024	0.0297087315903455
chr9:37854982-37860047:-	SRR12801019_SRR12801023	1.0
chr9:37854982-37860047:-	SRR12801019_SRR12801020	1.0
chr9:37854982-37860047:-	SRR12801019_SRR12801024	0.0355341672154292
chr9:37854982-37860047:-	SRR12801023_SRR12801020	0.6492749704722183
chr9:37854982-37860047:-	SRR12801023_SRR12801024	0.0090583436571294
chr9:37854982-37860047:-	SRR12801020_SRR12801024	1.0
chr9:37857351-37860047:+	SRR12801019_SRR12801023	1.0
chr9:37857351-37860047:+	SRR12801019_SRR12801020	1.0
chr9:37857351-37860047:+	SRR12801019_SRR12801024	0.1579723990643469
chr9:37857351-37860047:+	SRR12801023_SRR12801020	0.8162142937563948
chr9:37857351-37860047:+	SRR12801023_SRR12801024	1.8425178866909009e-06
chr9:37857351-37860047:+	SRR12801020_SRR12801024	0.0530648537018026
chr9:37857351-37860047:-	SRR12801019_SRR12801023	1.0
chr9:37857351-37860047:-	SRR12801019_SRR12801020	0.72522652763288
chr9:37857351-37860047:-	SRR12801019_SRR12801024	0.0773590389667217
chr9:37857351-37860047:-	SRR12801023_SRR12801020	0.6339964966414757
chr9:37857351-37860047:-	SRR12801023_SRR12801024	0.0425459955598257
chr9:37857351-37860047:-	SRR12801020_SRR12801024	1.0
chr9:38540849-38542311:-	SRR12801019_SRR12801023	1.0
chr9:38540849-38542311:-	SRR12801019_SRR12801020	0.3259448788492977
chr9:38540849-38542311:-	SRR12801019_SRR12801024	0.0096234236973211
chr9:38540849-38542311:-	SRR12801023_SRR12801020	1.0
chr9:38540849-38542311:-	SRR12801023_SRR12801024	0.1535253747991165
chr9:38540849-38542311:-	SRR12801020_SRR12801024	1.0
chr9:38541562-38542311:-	SRR12801019_SRR12801023	1.0
chr9:38541562-38542311:-	SRR12801019_SRR12801020	0.2357760518162805
chr9:38541562-38542311:-	SRR12801019_SRR12801024	0.0011246535440213
chr9:38541562-38542311:-	SRR12801023_SRR12801020	1.0
chr9:38541562-38542311:-	SRR12801023_SRR12801024	0.2858197801475768
chr9:38541562-38542311:-	SRR12801020_SRR12801024	1.0
chr9:65703014-65704330:-	SRR12801019_SRR12801023	1.0
chr9:65703014-65704330:-	SRR12801019_SRR12801020	0.3567165372957537
chr9:65703014-65704330:-	SRR12801019_SRR12801024	0.0214029340859792
chr9:65703014-65704330:-	SRR12801023_SRR12801020	1.0
chr9:65703014-65704330:-	SRR12801023_SRR12801024	0.6844492005431779
chr9:65703014-65704330:-	SRR12801020_SRR12801024	1.0
chr9:72360787-72363469:+	SRR12801019_SRR12801023	1.0
chr9:72360787-72363469:+	SRR12801019_SRR12801020	0.0875080115574559
chr9:72360787-72363469:+	SRR12801019_SRR12801024	0.0030233349406912
chr9:72360787-72363469:+	SRR12801023_SRR12801020	0.2768079325027803
chr9:72360787-72363469:+	SRR12801023_SRR12801024	0.0256705324412316
chr9:72360787-72363469:+	SRR12801020_SRR12801024	1.0
chr9:72360787-72363469:-	SRR12801019_SRR12801023	1.0
chr9:72360787-72363469:-	SRR12801019_SRR12801020	0.82409369564158
chr9:72360787-72363469:-	SRR12801019_SRR12801024	0.0066345629993681
chr9:72360787-72363469:-	SRR12801023_SRR12801020	0.8142597155119359
chr9:72360787-72363469:-	SRR12801023_SRR12801024	0.0062331263067424
chr9:72360787-72363469:-	SRR12801020_SRR12801024	1.0
chr9:72360787-72364695:+	SRR12801019_SRR12801023	1.0
chr9:72360787-72364695:+	SRR12801019_SRR12801020	0.09426299439979
chr9:72360787-72364695:+	SRR12801019_SRR12801024	0.0013126726732686
chr9:72360787-72364695:+	SRR12801023_SRR12801020	0.295581621125388
chr9:72360787-72364695:+	SRR12801023_SRR12801024	0.0144109650349107
chr9:72360787-72364695:+	SRR12801020_SRR12801024	1.0
chr9:72360787-72364695:-	SRR12801019_SRR12801023	1.0
chr9:72360787-72364695:-	SRR12801019_SRR12801020	0.0131466630648101
chr9:72360787-72364695:-	SRR12801019_SRR12801024	7.295714782002158e-08
chr9:72360787-72364695:-	SRR12801023_SRR12801020	0.6811150263162646
chr9:72360787-72364695:-	SRR12801023_SRR12801024	0.0006373583914223
chr9:72360787-72364695:-	SRR12801020_SRR12801024	0.6080209519511338
chr9:72363606-72364695:+	SRR12801019_SRR12801023	1.0
chr9:72363606-72364695:+	SRR12801019_SRR12801020	0.6103747799493813
chr9:72363606-72364695:+	SRR12801019_SRR12801024	0.0068473532554422
chr9:72363606-72364695:+	SRR12801023_SRR12801020	1.0
chr9:72363606-72364695:+	SRR12801023_SRR12801024	0.0286125699497054
chr9:72363606-72364695:+	SRR12801020_SRR12801024	1.0
chr9:72363606-72364695:-	SRR12801019_SRR12801023	1.0
chr9:72363606-72364695:-	SRR12801019_SRR12801020	0.0373316123786581
chr9:72363606-72364695:-	SRR12801019_SRR12801024	1.0027459292708708e-05
chr9:72363606-72364695:-	SRR12801023_SRR12801020	1.0
chr9:72363606-72364695:-	SRR12801023_SRR12801024	0.0854463619864551
chr9:72363606-72364695:-	SRR12801020_SRR12801024	1.0
chr9:78265543-78265858:-	SRR12801019_SRR12801023	1.0
chr9:78265543-78265858:-	SRR12801019_SRR12801020	1.0
chr9:78265543-78265858:-	SRR12801019_SRR12801024	1.0
chr9:78265543-78265858:-	SRR12801023_SRR12801020	0.0419416358704213
chr9:78265543-78265858:-	SRR12801023_SRR12801024	1.0
chr9:78265543-78265858:-	SRR12801020_SRR12801024	1.0
chr9:78265543-78266441:-	SRR12801019_SRR12801023	1.0
chr9:78265543-78266441:-	SRR12801019_SRR12801020	1.0
chr9:78265543-78266441:-	SRR12801019_SRR12801024	1.0
chr9:78265543-78266441:-	SRR12801023_SRR12801020	0.0222195011022997
chr9:78265543-78266441:-	SRR12801023_SRR12801024	1.0
chr9:78265543-78266441:-	SRR12801020_SRR12801024	0.6684033017736368
chr9:78317804-78328050:+	SRR12801019_SRR12801023	1.0
chr9:78317804-78328050:+	SRR12801019_SRR12801020	0.4892943337022841
chr9:78317804-78328050:+	SRR12801019_SRR12801024	0.0010531013504897
chr9:78317804-78328050:+	SRR12801023_SRR12801020	1.0
chr9:78317804-78328050:+	SRR12801023_SRR12801024	0.0307115805691543
chr9:78317804-78328050:+	SRR12801020_SRR12801024	1.0
chr9:78317804-78328050:-	SRR12801019_SRR12801023	1.0
chr9:78317804-78328050:-	SRR12801019_SRR12801020	1.0
chr9:78317804-78328050:-	SRR12801019_SRR12801024	0.1096147561814912
chr9:78317804-78328050:-	SRR12801023_SRR12801020	1.0
chr9:78317804-78328050:-	SRR12801023_SRR12801024	0.0180593214358531
chr9:78317804-78328050:-	SRR12801020_SRR12801024	0.2451870677006078
chr9:78317804-78328980:+	SRR12801019_SRR12801023	1.0
chr9:78317804-78328980:+	SRR12801019_SRR12801020	0.5009965376557394
chr9:78317804-78328980:+	SRR12801019_SRR12801024	0.0007077398502605
chr9:78317804-78328980:+	SRR12801023_SRR12801020	1.0
chr9:78317804-78328980:+	SRR12801023_SRR12801024	0.0334517380376247
chr9:78317804-78328980:+	SRR12801020_SRR12801024	0.8603706462331819
chr9:78317804-78328980:-	SRR12801019_SRR12801023	1.0
chr9:78317804-78328980:-	SRR12801019_SRR12801020	1.0
chr9:78317804-78328980:-	SRR12801019_SRR12801024	0.0633795276226769
chr9:78317804-78328980:-	SRR12801023_SRR12801020	1.0
chr9:78317804-78328980:-	SRR12801023_SRR12801024	0.0081880088453399
chr9:78317804-78328980:-	SRR12801020_SRR12801024	0.2537088164507852
chr9:78328188-78328980:+	SRR12801019_SRR12801023	1.0
chr9:78328188-78328980:+	SRR12801019_SRR12801020	0.5907922592434613
chr9:78328188-78328980:+	SRR12801019_SRR12801024	0.000612596081205
chr9:78328188-78328980:+	SRR12801023_SRR12801020	1.0
chr9:78328188-78328980:+	SRR12801023_SRR12801024	0.0427882294885065
chr9:78328188-78328980:+	SRR12801020_SRR12801024	0.8337849844335992
chr9:78328188-78328980:-	SRR12801019_SRR12801023	1.0
chr9:78328188-78328980:-	SRR12801019_SRR12801020	1.0
chr9:78328188-78328980:-	SRR12801019_SRR12801024	0.0430909445914412
chr9:78328188-78328980:-	SRR12801023_SRR12801020	1.0
chr9:78328188-78328980:-	SRR12801023_SRR12801024	0.0031720109349739
chr9:78328188-78328980:-	SRR12801020_SRR12801024	0.3012503118283239
chr9:83978452-83979600:-	SRR12801019_SRR12801023	1.0
